id,company,sentiment_range,title,setiment_label,setiment_score,sentiment_NB
1106,Sainsbury's,0.536,Sainsbury's says to outperform rivals in tough market,pos,1,15.0
1107,Centrica PLC,-0.337,Centrica share price: British Gas under fire despite 5% price cut,neg,0,7.0
1108,Sensex,-0.21600000000000003,RBI surprises Street; Sensex pares gains after hitting mount 30k,neg,0,8.0
1109,Barclays,-0.657,"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",neg,0,3.0
1110,EasyJet,-0.495,easyJet leads Britain's FTSE lower as global bond rout resumes,neg,0,5.0
1111,SABMiller,-0.045,AB InBev to Sell SABMiller Stake in China's Snow Beer,neg,0,10.0
1112,London Stock Exchange Group,0.358,Merkel's Government Said to Support Deutsche Boerse-LSE Merger,pos,1,14.0
1113,Tesco PLC,0.354,Tesco share price closes higher as two more directors leave grocer,pos,1,14.0
1114,Lazada,-0.038,Tesco sells half of stake in ecommerce site Lazada to Alibaba for Â£90m,neg,0,10.0
1115,Barclays,-0.22899999999999998,UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,neg,0,8.0
1116,Berkshire Hathaway Inc.,0.057,"Berkshire Bought Apple Stake at $99.49 a Share, Filing Shows",pos,1,11.0
1117,Sainsbury's,0.0,Sainsbury CFO Rogers to Replace Home Retail CEO Walden,neg,0,10.0
1118,Lloyds Banking Group PLC,-0.266,UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,neg,0,7.0
1119,Glencore,0.541,Copper Prices up on Glencore Cuts to Zinc Supply,pos,1,15.0
1120,WPP,0.109,WPP's Sir Martin Sorrell is highest-paid FTSE 100 chief executive,pos,1,11.0
1121,Meggitt,-0.775,Meggitt plc Crashes 20% On Profit Warning: Is It Now A Buy?,neg,0,2.0
1122,Lloyds Banking Group PLC,-0.596,UK government cuts stake in Lloyds to below 11 pct,neg,0,4.0
1123,EasyJet,0.32899999999999996,Passengers rise at EasyJet and Aer Lingus,pos,1,13.0
1124,British Airways,-0.6000000000000001,"Sharm el-Sheikh travel disruption: British Airways, EasyJet, Thomson and ...",neg,0,4.0
1125,Berkshire Hathaway Inc.,0.412,"US STOCKS-Wall St rises on Berkshire deal, China stimulus hopes",pos,1,14.0
1126,Prudential Financial,0.95,Prudential Financial quarterly profit rises 64 pct,pos,1,20.0
1127,Huawei,-0.38799999999999996,US Seeks Huawei Records on Dealings With Sanctioned Nations,neg,0,6.0
1128,Centrica PLC,-0.172,Centrica urges policy overhaul as it warns of 'looming gap' in UK energy supplies,neg,0,8.0
1129,AstraZeneca,-0.28400000000000003,UPDATE 1-AstraZeneca potassium drug delayed by manufacturing snag,neg,0,7.0
1130,London Stock Exchange Group,0.34900000000000003,Activist Fund TCI Backs German Takeover of London Stock Exchange,pos,1,13.0
1131,Royal Dutch Shell,-0.402,"Oil majors like Royal Dutch Shell, Chevron, BP fail to find reserves to counter ...",neg,0,6.0
1132,Barclays,-0.539,Four ex-Barclays bankers sentenced for roles in Libor rate-rigging scandal,neg,0,5.0
1133,AB InBev,0.193,AB InBev to sell more SAB assets as seeks EU deal approval,pos,1,12.0
1134,Berkshire Hathaway Inc.,0.225,Berkshire applies to boost Wells Fargo stake above 10 percent,pos,1,12.0
1135,Marks & Spencer,-0.34700000000000003,Tesco leads leap in FTSE 100; Marks & Spencer drops,neg,0,7.0
1136,Balfour Beatty plc,0.413,Balfour Beatty plc Set To Reinstate Dividend (And Rival National Grid plc And Centrica PLC Once More?),pos,1,14.0
1137,CIB,0.14800000000000002,"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",pos,1,11.0
1138,BG Group,0.069,BG Group appoints new CEO one month early,pos,1,11.0
1139,Glaxo,0.305,"FDA panel backs Glaxo asthma drug for adults, not adolescents",pos,1,13.0
1140,Barclays,0.0,Barclays set to name former JPMorgan banker Staley as new CEO,neg,0,10.0
1141,Kingfisher,-0.7859999999999999,Kingfisher share price slides on cost to implement new strategy,neg,0,2.0
1142,Travis Perkins,0.494,"CompaniesTravis Perkins lifts dividend, earnings rise 15%",pos,1,15.0
1143,Standard Chartered PLC,-0.461,Standard Chartered Shifts Emerging-Markets Strategy After Losses,neg,0,5.0
